ID_Solicitud,Edad,Ciudad,Tipo_Contrato,Antiguedad_Laboral_Anos,Ingresos_Mensuales_MCOP,Vivienda_Actual,Historial_Crediticio,Anos_Historial_Crediticio,Mora_Previa,Nivel_Endeudamiento_Pct,Relacion_Cuota_Ingreso_Pct,Ahorro_Disponible_MCOP,Tipo_Vivienda,Valor_Vivienda_MCOP,Monto_Solicitado_MCOP,Plazo_Anos,Tasa_Interes_EA_Pct,Aplica_Subsidio,Nivel_Riesgo,Estado_Solicitud,Segmento_Cliente
SOL-23382,35,Bogotá,Término fijo,2,37.23,Hipotecado,Bueno,10,No,18.5,8.0,38.4,No VIS,318.1,279.7,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23383,29,Bogotá,Indefinido,14,37.23,Hipotecado,Bueno,9,No,32.1,17.0,130.0,No VIS,734.8,604.8,25,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-23384,30,Bogotá,Término fijo,1,11.2,Arrendatario,Bueno,5,No,85.0,47.0,72.4,No VIS,576.4,504.0,25,12.4,No,Medio,En estudio,Alta capacidad de pago
SOL-23385,27,Bogotá,Término fijo,11,37.45,Hipotecado,Bueno,7,No,74.7,33.0,106.4,No VIS,1006.4,900.0,20,11.0,No,Medio,En estudio,Alta capacidad de pago
SOL-23386,29,Bogotá,Término fijo,3,37.45,Hipotecado,Bueno,5,No,45.1,23.0,105.9,No VIS,945.9,840.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23387,27,Santa Marta,Indefinido,3,11.54,Arrendatario,Bueno,5,No,77.0,46.0,106.4,No VIS,610.4,504.0,25,11.0,No,Medio,Rechazado,Alta capacidad de pago
SOL-23388,27,Cali,Indefinido,2,37.45,Hipotecado,Bueno,5,No,15.1,10.0,58.1,No VIS,421.0,362.9,25,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-23389,30,Medellín,Indefinido,0,37.45,Hipotecado,Regular,6,Sí,3.0,2.0,42.6,No VIS,126.6,84.0,20,11.0,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-23390,27,Cali,Indefinido,4,37.45,Hipotecado,Bueno,10,No,22.1,11.0,38.5,No VIS,424.9,386.4,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23391,32,Bogotá,Indefinido,6,37.45,Hipotecado,Bueno,8,No,9.4,4.0,98.3,No VIS,239.4,141.1,30,11.7,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23392,30,Cúcuta,Indefinido,3,37.45,Hipotecado,Regular,10,Sí,22.0,11.0,41.4,No VIS,444.6,403.2,25,13.8,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-23393,29,Cali,Indefinido,7,11.76,Arrendatario,Bueno,9,No,10.6,6.0,77.8,No VIS,145.0,67.2,25,11.7,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23394,28,Medellín,Indefinido,12,37.58,Hipotecado,Bueno,9,No,11.5,7.0,135.1,No VIS,403.9,268.8,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23395,32,Pasto,Indefinido,2,37.59,Propietario,Regular,10,No,42.1,23.0,39.3,No VIS,879.3,840.0,15,15.2,No,Bajo,En estudio,Alto riesgo financiero
SOL-23396,32,Pereira,Indefinido,3,37.73,Propietario,Regular,8,Sí,12.0,5.0,108.1,No VIS,282.8,174.7,25,14.6,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-23397,29,Medellín,Término fijo,13,11.9,Arrendatario,Regular,7,Sí,11.9,6.0,81.4,No VIS,148.6,67.2,20,14.7,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-23398,32,Santa Marta,Indefinido,5,37.8,Hipotecado,Bueno,10,No,17.9,11.0,133.2,No VIS,536.4,403.2,30,11.5,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23399,28,Cartagena,Término fijo,6,37.8,Hipotecado,Bueno,7,No,43.4,25.0,119.2,No VIS,1019.2,900.0,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23400,29,Pasto,Indefinido,2,12.25,Arrendatario,Bueno,8,No,15.0,6.0,44.2,No VIS,111.4,67.2,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23401,30,Bogotá,Indefinido,14,37.8,Hipotecado,Bueno,5,No,10.2,5.0,65.1,No VIS,233.1,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23402,33,Pasto,Indefinido,17,37.8,Hipotecado,Bueno,7,No,17.6,11.0,106.4,No VIS,492.8,386.4,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23403,27,Cali,Indefinido,3,33.6,Hipotecado,Regular,9,Sí,5.6,3.0,50.6,No VIS,151.4,100.8,25,14.2,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-23404,27,Barranquilla,Indefinido,11,12.26,Arrendatario,Bueno,10,No,9.2,6.0,126.2,No VIS,193.4,67.2,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23405,28,Bogotá,Término fijo,4,37.8,Hipotecado,Bueno,6,No,13.8,9.0,59.2,No VIS,395.2,336.0,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23406,27,Bogotá,Indefinido,3,37.8,Hipotecado,Bueno,5,No,30.0,13.0,129.6,No VIS,591.6,462.0,10,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23407,27,Bogotá,Indefinido,6,37.8,Hipotecado,Bueno,8,No,13.8,9.0,62.1,No VIS,398.1,336.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23408,33,Medellín,Término fijo,17,37.8,Hipotecado,Regular,6,Sí,16.2,7.0,56.1,No VIS,298.0,241.9,20,14.4,No,Medio,En estudio,Ingreso medio - bajo endeudamiento
SOL-23409,29,Bogotá,Indefinido,13,37.8,Hipotecado,Bueno,5,No,4.5,3.0,143.0,No VIS,260.6,117.6,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23410,27,Bogotá,Independiente,2,12.6,Arrendatario,Bueno,8,No,13.0,6.0,106.4,No VIS,173.6,67.2,10,12.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23411,28,Pasto,Término fijo,4,37.8,Hipotecado,Regular,9,Sí,11.5,5.0,94.8,No VIS,262.8,168.0,25,12.9,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-23412,35,Pereira,Término fijo,2,12.95,Arrendatario,Bueno,10,No,8.8,5.0,35.8,No VIS,103.0,67.2,25,11.3,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23413,32,Cali,Indefinido,11,37.8,Hipotecado,Regular,10,Sí,34.2,19.0,63.8,No VIS,735.8,672.0,15,12.5,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-23414,29,Pereira,Indefinido,9,37.8,Hipotecado,Bueno,5,No,26.9,11.0,44.8,No VIS,427.8,383.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23415,29,Barranquilla,Término fijo,3,13.3,Arrendatario,Regular,9,Sí,8.8,5.0,49.1,No VIS,116.3,67.2,20,12.9,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-23416,33,Bogotá,Indefinido,11,33.6,Hipotecado,Regular,10,Sí,26.3,16.0,61.5,No VIS,565.5,504.0,30,14.6,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-23417,29,Barranquilla,Indefinido,0,37.8,Hipotecado,Regular,7,Sí,32.3,19.0,46.3,No VIS,718.3,672.0,15,11.0,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-23418,28,Bucaramanga,Indefinido,6,37.81,Hipotecado,Regular,7,Sí,8.2,5.0,137.9,No VIS,326.1,188.2,20,14.0,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-23419,32,Bogotá,Indefinido,6,37.87,Hipotecado,Regular,6,Sí,14.1,9.0,40.2,No VIS,362.8,322.6,25,13.8,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-23420,35,Medellín,Indefinido,9,38.05,Hipotecado,Bueno,5,No,34.2,15.0,133.1,No VIS,670.7,537.6,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23421,27,Medellín,Término fijo,9,38.12,Hipotecado,Bueno,8,No,27.4,16.0,87.5,No VIS,678.9,591.4,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23422,27,Barranquilla,Término fijo,4,13.65,Arrendatario,Regular,7,No,11.2,5.0,48.8,No VIS,116.0,67.2,30,16.1,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-23423,27,Bogotá,Indefinido,7,38.15,Hipotecado,Bueno,7,No,6.1,4.0,93.3,No VIS,226.0,132.7,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23424,34,Pereira,Término fijo,14,38.15,Propietario,Regular,7,Sí,23.9,14.0,133.3,No VIS,637.3,504.0,15,13.6,No,Medio,En estudio,Ingreso medio - bajo endeudamiento
SOL-23425,33,Medellín,Indefinido,4,38.15,Hipotecado,Regular,8,Sí,28.7,17.0,136.8,No VIS,755.0,618.2,15,12.4,No,Medio,En estudio,Ingreso medio - bajo endeudamiento
SOL-23426,29,Bucaramanga,Indefinido,11,28.86,Hipotecado,Malo,9,No,12.9,8.0,72.7,No VIS,324.7,252.0,25,14.5,No,Medio,En estudio,Ingreso medio - bajo endeudamiento
SOL-23427,27,Santa Marta,Indefinido,4,33.95,Hipotecado,Regular,5,Sí,20.2,9.0,110.4,No VIS,388.4,278.0,20,11.0,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-23428,34,Cartagena,Indefinido,18,38.22,Hipotecado,Regular,9,Sí,11.0,5.0,37.9,No VIS,239.5,201.6,30,12.2,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-23429,28,Pereira,Término fijo,12,38.22,Hipotecado,Bueno,6,No,16.3,7.0,89.9,No VIS,358.7,268.8,20,11.1,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23430,32,Bogotá,Indefinido,16,38.32,Hipotecado,Regular,8,No,23.6,11.0,57.2,No VIS,460.4,403.2,20,12.1,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-23431,32,Pereira,Término fijo,0,10.15,Propietario,Bueno,8,No,14.4,7.0,65.9,No VIS,133.1,67.2,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23432,34,Barranquilla,Indefinido,12,38.43,Hipotecado,Bueno,8,No,22.1,9.0,85.7,No VIS,421.7,336.0,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23433,27,Manizales,Indefinido,4,13.86,Arrendatario,Bueno,6,No,9.6,5.0,139.6,No VIS,206.8,67.2,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23434,27,Cartagena,Término fijo,11,38.5,Hipotecado,Bueno,5,No,6.7,3.0,128.8,No VIS,249.8,121.0,10,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23435,29,Medellín,Indefinido,6,38.5,Hipotecado,Bueno,9,No,8.5,5.0,75.9,No VIS,243.9,168.0,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23436,35,Barranquilla,Indefinido,7,38.5,Hipotecado,Bueno,9,No,18.4,8.0,87.3,No VIS,389.7,302.4,20,11.7,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23437,27,Bogotá,Término fijo,0,38.5,Hipotecado,Bueno,7,No,33.3,15.0,134.9,No VIS,672.5,537.6,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23438,27,Medellín,Indefinido,11,11.76,Arrendatario,Bueno,8,No,81.8,45.0,39.9,No VIS,543.9,504.0,20,11.0,No,Medio,Rechazado,Alta capacidad de pago
SOL-23439,28,Cali,Indefinido,12,38.5,Hipotecado,Bueno,5,No,12.3,5.0,123.2,No VIS,324.8,201.6,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23440,28,Medellín,Indefinido,0,38.5,Hipotecado,Bueno,8,No,11.9,5.0,50.3,No VIS,251.9,201.6,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23441,27,Barranquilla,Término fijo,3,14.28,Arrendatario,Bueno,9,No,11.4,5.0,63.5,No VIS,130.7,67.2,25,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-23442,27,Pereira,Término fijo,2,14.35,Arrendatario,Regular,7,Sí,10.0,5.0,56.1,No VIS,123.3,67.2,20,15.3,No,Medio,En estudio,Ingreso medio - bajo endeudamiento
SOL-23443,33,Barranquilla,Indefinido,0,14.7,Arrendatario,Regular,10,No,10.3,5.0,96.1,No VIS,163.3,67.2,25,14.6,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-23444,28,Montería,Indefinido,12,38.5,Hipotecado,Bueno,7,No,35.2,15.0,57.6,No VIS,628.8,571.2,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23445,30,Pereira,Término fijo,14,38.5,Hipotecado,Bueno,8,No,19.0,9.0,84.8,No VIS,420.8,336.0,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23446,35,Armenia,Indefinido,7,38.5,Hipotecado,Bueno,6,No,18.0,9.0,33.1,No VIS,375.8,342.7,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23447,28,Pereira,Indefinido,3,14.7,Arrendatario,Bueno,5,No,9.1,5.0,67.9,No VIS,135.1,67.2,30,11.5,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23448,32,Cali,Indefinido,5,38.5,Hipotecado,Bueno,9,No,18.0,9.0,115.3,No VIS,451.3,336.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23449,30,Medellín,Término fijo,14,34.3,Hipotecado,Bueno,5,No,13.6,9.0,82.2,No VIS,384.6,302.4,20,11.5,No,Bajo,En estudio,Alta capacidad de pago
SOL-23450,30,Pereira,Indefinido,6,34.3,Hipotecado,Bueno,8,No,85.0,36.0,128.8,No VIS,1028.8,900.0,30,11.0,No,Medio,Rechazado,Alta capacidad de pago
SOL-23451,30,Bucaramanga,Indefinido,8,38.5,Hipotecado,Bueno,5,No,8.6,4.0,85.2,No VIS,246.5,161.3,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23452,30,Barranquilla,Indefinido,3,34.3,Hipotecado,Regular,6,No,11.1,5.0,135.1,No VIS,309.8,174.7,25,16.5,No,Bajo,En estudio,Ingreso medio - bajo endeudamiento
SOL-23453,31,Bucaramanga,Indefinido,4,38.5,Hipotecado,Bueno,7,No,9.9,5.0,77.3,No VIS,278.9,201.6,25,12.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23454,29,Cúcuta,Indefinido,2,34.3,Hipotecado,Bueno,9,No,19.7,8.0,73.3,No VIS,339.6,266.3,15,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-23455,33,Bogotá,Término fijo,10,38.5,Hipotecado,Bueno,9,No,35.4,16.0,60.8,No VIS,665.6,604.8,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23456,30,Cali,Independiente,0,15.4,Arrendatario,Bueno,8,No,12.4,5.0,85.4,No VIS,152.6,67.2,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23457,30,Barranquilla,Indefinido,0,38.5,Hipotecado,Bueno,8,No,27.4,11.0,129.7,No VIS,532.9,403.2,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23458,34,Bogotá,Indefinido,2,38.5,Hipotecado,Bueno,10,No,18.0,9.0,115.7,No VIS,451.7,336.0,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23459,27,Armenia,Término fijo,8,38.5,Hipotecado,Bueno,6,No,64.1,27.0,50.7,No VIS,950.7,900.0,25,11.1,No,Medio,Aprobado,Alta capacidad de pago
SOL-23460,32,Manizales,Indefinido,2,38.5,Hipotecado,Bueno,7,No,10.1,5.0,141.0,No VIS,329.2,188.2,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23461,27,Medellín,Indefinido,0,10.08,Propietario,Bueno,10,No,77.1,45.0,83.6,No VIS,520.4,436.8,15,11.0,No,Medio,Rechazado,Alta capacidad de pago
SOL-23462,32,Medellín,Indefinido,16,38.5,Hipotecado,Bueno,7,No,9.2,6.0,56.7,No VIS,281.8,225.1,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23463,30,Bucaramanga,Término fijo,0,38.5,Hipotecado,Bueno,8,No,9.3,5.0,142.7,No VIS,344.3,201.6,10,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23464,28,Bogotá,Independiente,1,38.5,Propietario,Malo,10,No,11.1,5.0,82.9,No VIS,250.9,168.0,10,17.5,No,Medio,Aprobado,Independiente o ingreso variable
SOL-23465,27,Medellín,Indefinido,0,38.5,Hipotecado,Bueno,9,No,15.3,9.0,50.8,No VIS,386.8,336.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23466,28,Medellín,Indefinido,3,38.5,Hipotecado,Bueno,7,No,20.9,10.0,128.8,No VIS,498.4,369.6,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23467,28,Cartagena,Indefinido,12,38.5,Hipotecado,Bueno,10,No,26.8,14.0,90.0,No VIS,594.0,504.0,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23468,29,Manizales,Indefinido,11,38.5,Hipotecado,Bueno,10,No,25.1,11.0,53.6,No VIS,456.8,403.2,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23469,30,Medellín,Término fijo,4,38.5,Hipotecado,Bueno,8,No,26.1,11.0,111.6,No VIS,514.8,403.2,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23470,30,Cartagena,Indefinido,14,38.5,Hipotecado,Bueno,8,No,46.6,23.0,147.8,No VIS,987.8,840.0,10,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23471,30,Villavicencio,Indefinido,0,16.13,Arrendatario,Bueno,8,No,8.4,4.0,40.1,No VIS,107.3,67.2,10,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23472,28,Cali,Indefinido,8,38.5,Hipotecado,Bueno,6,No,22.2,14.0,82.1,No VIS,586.1,504.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23473,33,Bogotá,Indefinido,9,16.38,Arrendatario,Regular,6,No,8.9,4.0,91.6,No VIS,158.8,67.2,25,14.6,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-23474,32,Manizales,Indefinido,3,38.5,Hipotecado,Bueno,10,No,12.4,8.0,109.3,No VIS,418.4,309.1,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23475,29,Medellín,Indefinido,5,16.57,Arrendatario,Bueno,6,No,8.1,4.0,57.4,No VIS,124.6,67.2,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23476,33,Cali,Término fijo,2,38.5,Hipotecado,Bueno,7,No,8.2,5.0,52.2,No VIS,220.2,168.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23477,27,Bogotá,Indefinido,0,38.5,Propietario,Regular,7,Sí,42.4,23.0,119.0,No VIS,959.0,840.0,30,16.3,No,Medio,Aprobado,Alto riesgo financiero
SOL-23478,30,Cali,Término fijo,5,38.5,Hipotecado,Bueno,9,No,46.5,23.0,110.3,No VIS,950.3,840.0,20,11.1,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23479,28,Medellín,Indefinido,12,38.5,Hipotecado,Bueno,10,No,6.9,3.0,59.5,No VIS,177.1,117.6,20,11.5,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23480,31,Bucaramanga,Término fijo,11,16.8,Arrendatario,Bueno,6,No,6.0,4.0,36.8,No VIS,104.0,67.2,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23481,32,Bogotá,Indefinido,0,14.7,Arrendatario,Regular,6,No,8.6,5.0,126.0,No VIS,193.2,67.2,25,15.6,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-23482,29,Barranquilla,Término fijo,1,38.5,Hipotecado,Malo,6,No,26.1,12.0,111.9,No VIS,542.0,430.1,25,16.8,No,Medio,En estudio,Ingreso medio - bajo endeudamiento
SOL-23483,28,Manizales,Término fijo,7,38.5,Hipotecado,Bueno,9,No,17.2,10.0,135.6,No VIS,496.8,361.2,15,11.9,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23484,30,Bogotá,Indefinido,15,38.5,Hipotecado,Regular,10,No,17.7,11.0,38.1,No VIS,441.3,403.2,25,13.6,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-23485,28,Pereira,Indefinido,12,38.5,Hipotecado,Bueno,9,No,8.3,4.0,88.5,No VIS,249.8,161.3,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23486,28,Bogotá,Indefinido,4,14.7,Arrendatario,Regular,6,Sí,8.5,5.0,49.2,No VIS,116.4,67.2,25,15.0,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-23487,28,Bucaramanga,Indefinido,9,16.8,Arrendatario,Bueno,7,No,6.7,4.0,111.0,No VIS,178.2,67.2,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23488,29,Medellín,Indefinido,0,38.5,Hipotecado,Bueno,10,No,16.1,8.0,59.9,No VIS,345.5,285.6,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23489,27,Cali,Término fijo,3,29.16,Hipotecado,Regular,6,No,24.5,12.0,61.5,No VIS,464.7,403.2,25,15.2,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-23490,27,Medellín,Indefinido,12,16.87,Arrendatario,Bueno,9,No,8.1,4.0,115.8,No VIS,183.0,67.2,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23491,27,Bogotá,Indefinido,0,17.5,Arrendatario,Bueno,5,No,9.4,4.0,129.0,No VIS,196.2,67.2,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23492,30,Bogotá,Indefinido,2,17.5,Arrendatario,Regular,10,No,6.3,4.0,139.3,No VIS,206.5,67.2,25,14.8,No,Bajo,En estudio,Ingreso medio - bajo endeudamiento
SOL-23493,27,Cartagena,Término fijo,2,15.4,Arrendatario,Bueno,10,No,8.2,5.0,39.4,No VIS,106.6,67.2,25,11.5,No,Bajo,En estudio,Alta capacidad de pago
SOL-23494,33,Barranquilla,Indefinido,7,38.5,Hipotecado,Bueno,5,No,39.4,22.0,126.8,No VIS,926.5,799.7,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23495,34,Armenia,Indefinido,5,17.5,Arrendatario,Bueno,5,No,7.7,4.0,146.6,No VIS,213.8,67.2,20,11.5,No,Bajo,En estudio,Alta capacidad de pago
SOL-23496,32,Cartagena,Indefinido,0,38.5,Hipotecado,Bueno,9,No,33.0,21.0,36.3,No VIS,809.1,772.8,30,11.5,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23497,35,Cartagena,Indefinido,3,38.5,Hipotecado,Bueno,6,No,15.0,9.0,139.4,No VIS,475.4,336.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23498,31,Cali,Indefinido,0,38.5,Hipotecado,Regular,10,No,11.0,5.0,144.5,No VIS,312.5,168.0,20,14.3,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-23499,30,Bogotá,Indefinido,14,38.5,Propietario,Regular,7,Sí,21.5,11.0,53.1,No VIS,456.3,403.2,20,13.6,No,Medio,En estudio,Ingreso medio - bajo endeudamiento
SOL-23500,32,Villavicencio,Término fijo,16,38.5,Propietario,Bueno,10,No,19.5,8.0,67.0,No VIS,369.4,302.4,20,11.5,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23501,31,Bogotá,Término fijo,9,11.9,Arrendatario,Bueno,6,No,81.1,44.0,65.9,No VIS,569.9,504.0,20,11.0,No,Medio,Rechazado,Alta capacidad de pago
SOL-23502,27,Cali,Indefinido,3,38.5,Hipotecado,Bueno,7,No,9.8,4.0,143.9,No VIS,305.2,161.3,30,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-23503,28,Cartagena,Indefinido,1,38.5,Hipotecado,Bueno,10,No,22.9,11.0,32.0,No VIS,435.2,403.2,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23504,29,Medellín,Término fijo,1,12.25,Arrendatario,Bueno,10,No,75.2,43.0,96.8,No VIS,600.8,504.0,20,11.0,No,Medio,Rechazado,Alta capacidad de pago
SOL-23505,31,Bogotá,Indefinido,5,38.5,Hipotecado,Regular,9,Sí,7.6,5.0,99.5,No VIS,267.5,168.0,10,15.0,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-23506,34,Medellín,Indefinido,2,12.25,Arrendatario,Bueno,10,No,85.0,43.0,108.2,No VIS,612.2,504.0,20,11.0,No,Medio,Rechazado,Alta capacidad de pago
SOL-23507,29,Armenia,Término fijo,0,38.5,Hipotecado,Bueno,7,No,30.5,14.0,56.9,No VIS,560.9,504.0,25,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-23508,31,Armenia,Indefinido,4,12.25,Arrendatario,Regular,9,No,85.0,43.0,86.9,No VIS,590.9,504.0,30,13.1,No,Medio,Rechazado,Alto riesgo financiero
SOL-23509,31,Bucaramanga,Independiente,2,38.5,Hipotecado,Bueno,6,No,9.0,5.0,79.5,No VIS,281.1,201.6,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23510,29,Cúcuta,Indefinido,4,12.25,Arrendatario,Regular,5,No,85.0,43.0,79.0,No VIS,583.0,504.0,15,13.2,No,Medio,Rechazado,Alto riesgo financiero
SOL-23511,28,Bogotá,Indefinido,0,38.5,Hipotecado,Malo,5,Sí,21.1,14.0,70.1,No VIS,574.1,504.0,25,16.3,No,Alto,Aprobado,Ingreso medio - bajo endeudamiento
SOL-23512,28,Bogotá,Indefinido,12,38.5,Hipotecado,Bueno,9,No,10.2,5.0,143.2,No VIS,311.2,168.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23513,29,Medellín,Término fijo,5,29.16,Hipotecado,Malo,6,Sí,8.8,5.0,108.2,No VIS,276.2,168.0,15,17.0,No,Alto,Rechazado,Ingreso medio - bajo endeudamiento
SOL-23514,32,Bogotá,Indefinido,16,34.3,Hipotecado,Bueno,5,No,31.9,15.0,121.2,No VIS,625.2,504.0,20,11.0,No,Bajo,Rechazado,Alta capacidad de pago
SOL-23515,35,Medellín,Indefinido,4,38.5,Hipotecado,Regular,6,No,6.1,4.0,68.6,No VIS,203.0,134.4,10,13.8,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-23516,29,Bogotá,Independiente,1,10.5,Arrendatario,Malo,10,No,85.0,50.0,30.1,No VIS,534.1,504.0,30,16.4,No,Alto,Rechazado,Independiente o ingreso variable
SOL-23517,34,Cali,Término fijo,15,38.5,Hipotecado,Bueno,6,No,11.4,5.0,144.3,No VIS,345.9,201.6,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23518,31,Bogotá,Indefinido,2,38.5,Hipotecado,Bueno,9,No,12.4,5.0,135.2,No VIS,336.8,201.6,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-23519,27,Bogotá,Término fijo,4,38.5,Hipotecado,Bueno,6,No,3.4,2.0,84.9,No VIS,168.9,84.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
